TILEID,LASTNIGHT,FIBER,CLUSTER
7757,20231213,4733,0
80633,20210107,4923,0
80617,20201223,651,0
11893,20211001,4923,0
41949,20221201,4912,0
7534,20220403,651,0
23265,20220307,4891,0
22553,20211022,466,0
11343,20221220,2171,0
81067,20210327,4507,0
3679,20230120,466,0
25687,20211020,4912,0
40955,20240107,4891,0
22572,20211015,4849,0
8921,20220330,357,0
41499,20230310,4738,0
26274,20221110,357,0
40979,20230405,4507,0
40979,20230405,4891,0
22754,20220512,2171,0
41072,20230530,4507,0
23415,20211218,466,0
20951,20230928,4738,0
20951,20230928,4923,0
40590,20220111,3448,0
83336,20230427,4738,0
83336,20230427,4891,0
80666,20210402,466,0
25780,20230205,2171,0
11051,20220427,3448,0
10539,20231006,4733,0
22879,20230108,651,0
9516,20231012,4738,0
9516,20231012,4923,0
5522,20240214,2171,0
21258,20231022,357,0
25221,20231207,4733,0
25221,20231207,4849,0
6710,20231211,3448,0
21814,20230502,2171,0
25625,20230405,4507,0
25625,20230405,4912,0
25625,20230405,4923,0
27574,20231220,4891,0
24055,20230207,4849,0
5914,20230411,466,0
2049,20231020,3448,0
24677,20220202,2171,0
24485,20231018,466,0
80679,20210315,466,0
9201,20230523,4733,0
9201,20230523,4849,0
42794,20220923,466,0
42875,20240128,2171,0
11201,20211104,2171,0
22154,20230205,4507,0
22154,20230205,4891,0
22154,20230205,4912,0
24515,20211021,4738,0
42994,20220113,4733,0
23741,20220121,466,0
22981,20220305,4923,0
23304,20221220,466,0
23732,20230303,3448,0
20263,20220506,4923,0
41285,20240310,651,0
25052,20220416,4733,0
21600,20230609,357,0
41620,20240220,4912,0
41443,20230125,651,0
24449,20211116,4891,0
25275,20220126,4923,0
7659,20220915,4733,0
21084,20220321,466,0
6158,20240317,466,0
26102,20221110,4891,0
9753,20240118,466,0
24250,20230202,2171,0
25088,20220218,4507,0
25088,20220218,4733,0
25088,20220218,4923,0
23596,20230303,4733,0
23596,20230303,4923,0
23615,20220425,466,0
23817,20211114,4891,0
27682,20231215,651,0
9549,20230430,4891,0
25218,20220529,4891,0
23884,20230829,466,0
5969,20220405,4733,0
80790,20210223,4891,0
42499,20220514,466,0
42806,20221013,357,0
25041,20240218,651,0
25189,20230201,466,0
6144,20221230,4923,0
22211,20220509,651,0
26097,20240313,4891,0
24290,20230211,4912,0
20965,20221205,357,0
21590,20230208,4891,0
24295,20220512,466,0
24968,20220312,466,0
21701,20230611,4923,0
21593,20230208,4891,0
25296,20230111,4923,0
42607,20221126,3448,0
2298,20221214,651,0
41128,20240301,357,0
21633,20220315,4738,0
4967,20220913,466,0
40108,20230502,3448,0
22150,20220212,4507,0
25382,20211114,4733,0
24111,20221205,651,0
23624,20221209,651,0
25397,20221013,4733,0
25397,20221013,4738,0
25634,20231002,466,0
42490,20220426,4891,0
82266,20211030,4849,0
82266,20211030,4891,0
82266,20211030,4912,0
82266,20211030,4923,0
25360,20230331,2171,0
22610,20221207,466,0
21189,20240320,3448,0
25044,20240306,4891,0
24471,20230207,357,0
23849,20240105,4849,0
24200,20230424,2171,0
21312,20211019,357,0
10273,20221214,4891,0
20964,20211119,4738,0
42411,20230603,4507,0
25653,20220121,466,0
41257,20230327,4891,0
22447,20220522,651,0
80959,20210424,4849,0
23137,20220127,4738,0
22915,20220509,2171,0
25154,20221209,4733,0
25154,20221209,4891,0
83245,20230507,4738,0
26053,20240227,651,0
41131,20230407,2171,0
26091,20231217,2171,0
25848,20211020,466,0
24471,20230207,651,0
5808,20220604,4849,0
6004,20230918,4923,0
24920,20230507,4849,0
25901,20220321,3448,0
23149,20240321,466,0
25236,20211021,466,0
11951,20221226,3448,0
7722,20230422,3448,0
25271,20220530,651,0
11239,20211031,3448,0
25488,20230423,4891,0
24336,20240321,651,0
3015,20220204,4849,0
3015,20220204,4891,0
21640,20230530,2171,0
4381,20240308,4891,0
23342,20220323,4849,0
24415,20221111,2171,0
42659,20230428,4923,0
11234,20211024,3448,0
23755,20230308,3448,0
24610,20220228,4738,0
23987,20230909,4507,0
1224,20210531,4733,0
22658,20230312,466,0
22432,20230507,357,0
21906,20240219,3448,0
24450,20220209,4849,0
23918,20230529,3448,0
11348,20211207,651,0
21741,20231111,4891,0
20399,20210618,466,0
24409,20211013,4891,0
22318,20230408,4912,0
24893,20231031,2171,0
41568,20240222,4912,-1
8932,20220425,466,0
1382,20211208,4923,0
25294,20230108,651,0
4478,20240407,4738,0
4478,20240407,4923,0
495,20210504,4891,0
495,20210504,4912,0
23803,20211024,357,0
22334,20230308,4849,0
22334,20230308,4923,0
24738,20240130,466,0
22836,20211126,3448,0
25349,20230207,651,0
2981,20220504,3448,0
22588,20230926,4738,0
42534,20230419,651,0
22006,20230201,4507,0
22006,20230201,4849,0
24342,20240320,357,0
24342,20240320,466,0
25008,20211023,357,0
25153,20221209,3448,0
41032,20230419,4507,0
23122,20220212,4738,0
24916,20220314,4738,0
43059,20220227,4923,0
22417,20211021,4849,0
4770,20240102,4891,0
82633,20220130,3448,0
21718,20210930,4507,0
1623,20240102,651,0
24307,20220512,651,0
21907,20240219,466,0
25074,20220218,4733,0
25074,20220218,4891,0
23474,20230225,466,0
7652,20231212,3448,0
22357,20230927,651,0
22952,20221009,4849,0
20835,20210522,4738,0
4686,20230913,4923,0
1691,20230917,3448,0
1450,20240302,3448,0
42388,20220604,466,0
25006,20211023,4891,0
25006,20211023,4923,0
21137,20240327,4507,0
21137,20240327,4912,0
11541,20220402,4738,0
10176,20230120,357,0
6989,20221115,4912,0
3248,20221027,4733,0
7249,20221122,4923,0
26006,20211119,4507,0
26006,20211119,4912,0
23950,20221009,4891,0
22375,20211020,466,0
10597,20230416,466,0
24983,20220313,4507,0
24983,20220313,4912,0
23350,20220414,466,0
41954,20231119,2171,0
23138,20220218,4733,0
23138,20220218,4891,0
23921,20220611,4738,0
25465,20230313,4738,0
25465,20230313,4923,0
22870,20220209,466,0
42117,20230528,4738,0
23738,20230303,4733,0
23738,20230303,4849,0
42308,20230923,4849,-1
42308,20230923,4891,0
23993,20211122,4891,0
20630,20231205,357,0
20630,20231205,466,0
25204,20230415,2171,0
40502,20220514,466,0
11780,20221125,4891,0
25389,20211125,4891,0
40704,20231231,4849,-1
40704,20231231,4891,-1
40704,20231231,4923,0
21813,20240215,357,0
25740,20230925,4912,0
6307,20221214,651,0
21379,20220306,4891,0
25818,20230104,3448,0
24908,20230525,4507,0
22931,20231125,2171,0
40945,20230502,466,0
23595,20230228,4849,0
21450,20230202,4507,0
21450,20230202,4733,0
83334,20230427,4507,0
83334,20230427,4923,0
20343,20240317,4849,0
23788,20230308,3448,0
3793,20231104,4738,0
41916,20230504,4923,0
21204,20210519,466,0
23546,20220610,2171,0
22788,20211216,4507,0
22788,20211216,4733,0
21329,20220120,2171,0
20275,20220321,4733,0
24367,20231029,651,0
8916,20220423,4891,0
1805,20230920,4923,0
41814,20240220,3448,-1
42423,20220416,466,0
25321,20220318,4733,0
21712,20240102,357,0
8943,20220228,4923,0
26256,20220125,2171,0
6196,20230128,2171,0
24534,20240309,3448,0
22807,20211015,4733,0
22807,20211015,4923,0
80722,20210328,4849,0
22757,20220218,4733,0
22757,20220218,4891,0
24198,20220516,4733,0
20393,20210523,4507,0
20393,20210523,4733,0
20393,20210523,4891,0
440,20210420,466,0
41030,20230305,4738,0
40896,20231121,466,0
2550,20221219,3448,0
6962,20231004,651,0
25783,20230401,4849,0
25783,20230401,4912,0
20725,20230407,357,0
23149,20240321,3448,0
20360,20230129,4733,0
23907,20220426,4738,0
24466,20230108,651,0
41655,20220316,4733,0
41655,20220316,4891,0
25489,20230410,4923,0
20839,20211030,2171,0
25513,20211016,4733,0
41656,20220217,2171,0
3772,20220401,4738,0
4514,20220327,4912,0
22480,20230410,2171,0
6473,20230424,3448,0
25088,20220218,466,0
22634,20230303,4849,0
22634,20230303,4912,0
20726,20230502,4733,0
20726,20230502,4923,0
22810,20221124,4891,0
26139,20211024,4507,0
26139,20211024,4849,0
10612,20240409,4849,0
9113,20230913,651,0
22514,20230208,4507,0
22514,20230208,4912,0
22434,20221008,4891,0
6925,20231102,4912,0
21311,20210923,4849,0
21311,20210923,4891,0
22602,20211014,651,0
25702,20231101,466,0
7507,20220326,357,0
11538,20211207,4849,0
23782,20220120,357,0
5929,20230519,2171,0
41543,20230126,4507,0
41543,20230126,4733,-1
25388,20221114,4891,0
25898,20230505,4733,0
42693,20240128,357,0
43054,20240305,4507,0
1266,20240109,4849,0
40815,20230616,4738,0
40815,20230616,4849,-1
25731,20231120,4738,0
7369,20220309,466,0
42731,20231217,651,0
25305,20230108,357,0
22901,20221114,4912,0
22004,20230104,3448,0
26173,20210921,357,0
20986,20231002,651,0
21167,20210521,651,0
23920,20230208,4507,0
23914,20240229,2171,0
23780,20220120,651,0
25468,20230406,4507,0
25468,20230406,4738,0
25468,20230406,4849,0
9963,20211211,4733,0
7666,20230914,4733,0
3788,20231207,357,0
27600,20240321,4733,0
27600,20240321,4738,0
24981,20220213,651,0
2487,20220103,4923,0
23794,20220218,4891,0
26066,20211116,4738,0
26066,20211116,4891,0
9293,20220309,2171,0
42797,20240128,4912,0
42797,20240128,4923,0
221,20210412,4738,0
25398,20231108,4891,0
7931,20230113,4507,0
5175,20211129,357,0
20246,20240216,4507,0
25903,20220414,357,0
20352,20231208,2171,0
8793,20220208,4738,0
23847,20230108,357,0
23847,20230108,466,0
41757,20220111,3448,0
21985,20220516,4923,0
22598,20211206,4507,0
22598,20211206,4733,0
22598,20211206,4849,0
40955,20240107,651,-1
25567,20210923,4849,0
22305,20230501,2171,0
4704,20220124,4738,0
22379,20210923,466,0
11648,20211102,4912,0
21888,20211205,3448,0
11927,20220225,357,0
25482,20230506,466,0
21336,20231231,4733,0
21336,20231231,4891,0
26005,20211116,466,0
6420,20221028,357,0
23414,20211212,4733,0
23414,20211212,4891,0
9249,20230328,466,0
24238,20221224,466,0
80658,20210220,651,0
22490,20230207,2171,0
22220,20220512,651,0
26023,20230104,4891,0
20930,20210522,4738,0
6245,20221026,4507,0
5258,20240318,4923,0
25083,20220218,4891,0
26260,20210923,4733,0
26260,20210923,4891,0
26941,20240223,466,0
22650,20230331,4891,0
22838,20230929,651,0
25187,20231125,4507,0
25187,20231125,4891,0
41487,20220316,4738,0
41610,20220316,357,0
5845,20230914,4912,0
5845,20230914,4923,0
25470,20230509,2171,0
27080,20231119,4738,0
8945,20211207,4923,0
20754,20230505,651,0
22005,20230104,4733,0
23208,20210921,4738,0
23208,20210921,4891,0
20645,20220120,4923,0
25855,20220217,651,0
6229,20231110,4733,0
20656,20220607,2171,0
41253,20230112,651,-1
42174,20220315,4923,0
20607,20220317,4891,0
25643,20220120,3448,0
22377,20210921,357,0
22377,20210921,466,0
81059,20210324,4507,0
23209,20210921,466,0
10752,20240117,4849,0
83409,20230930,4733,0
83409,20230930,4738,0
3160,20220407,4738,0
23406,20211212,4733,0
23406,20211212,4738,0
23406,20211212,4891,0
24197,20230120,4891,0
25507,20230927,4507,0
25507,20230927,4923,0
5824,20230415,4733,0
5824,20230415,4923,0
25083,20220218,651,0
11946,20230316,466,0
1198,20210603,4733,0
20744,20210705,4733,0
20744,20210705,4738,0
23307,20220914,4849,0
2716,20221028,4891,0
25751,20231109,4891,0
23903,20220514,4912,0
22695,20221223,651,0
3662,20240113,4923,0
22594,20211016,4849,0
2578,20220308,4891,0
24716,20230925,2171,0
41709,20231101,4849,0
7928,20220918,4849,0
22050,20220312,4923,0
3610,20221017,4891,0
23518,20211119,651,0
41653,20220217,466,0
41899,20230602,2171,0
22039,20230201,651,0
26206,20230201,466,0
4750,20220123,4891,0
3551,20211201,4912,0
22386,20210921,4738,0
22386,20210921,4891,0
25180,20230512,4849,0
40316,20220913,4733,0
21908,20240219,651,0
41662,20220316,4912,0
42179,20240322,4849,0
42179,20240322,4891,0
27737,20240212,4891,0
10767,20220109,4507,0
22174,20220121,651,0
42439,20221106,4738,-1
23098,20230104,357,0
23098,20230104,466,0
11390,20211205,4738,0
2127,20220423,651,0
24877,20231108,4912,0
43023,20221119,4733,0
43023,20221119,4738,0
43023,20221119,4849,0
43023,20221119,4891,-1
43023,20221119,4912,1
26241,20220211,4738,0
23917,20230829,4923,0
2298,20221214,4891,0
27621,20240321,4507,0
8060,20230923,651,0
22787,20231021,4912,0
25693,20230904,4507,0
25693,20230904,4738,0
40536,20230406,2171,0
42534,20230419,357,0
4127,20211105,4507,0
23918,20230529,4923,0
23396,20230406,651,0
25151,20211218,4923,0
82401,20211120,2171,0
20825,20210618,4738,0
20825,20210618,4849,0
20989,20211116,4733,0
3416,20221012,3448,0
82262,20211030,4738,0
82262,20211030,4891,0
82262,20211030,4912,0
20598,20220317,4849,0
22788,20211216,2171,0
20820,20220601,466,0
42387,20240126,357,-1
5425,20211028,4912,0
21167,20210521,4891,0
20389,20210619,357,0
7144,20221219,4891,0
21621,20230402,466,0
5908,20240320,357,0
5908,20240320,466,0
21563,20220311,4849,0
21563,20220311,4891,0
20989,20211116,357,0
42661,20240322,4912,0
21961,20220511,651,0
22926,20220221,4849,0
42757,20220910,651,0
83322,20230428,4738,0
25342,20230111,466,0
42573,20221127,651,0
42807,20230120,4849,0
42807,20230120,4891,0
80651,20210328,2171,0
25504,20221104,4912,0
25504,20221104,4923,0
42530,20230602,651,0
23930,20220917,4849,0
23078,20221105,4507,0
23078,20221105,4891,0
43060,20220503,2171,0
25297,20220413,4738,0
25297,20220413,4891,0
24374,20231108,2171,0
22622,20220113,3448,0
43030,20240107,357,0
2190,20240129,4507,0
2190,20240129,4733,0
21516,20230228,2171,0
25427,20230531,2171,0
22403,20230602,4507,0
5548,20231215,466,0
20488,20230104,4733,0
80657,20210331,4507,0
80699,20210305,4849,0
80699,20210305,4912,0
3287,20230423,466,0
9268,20220308,4912,0
22202,20220510,4891,0
23675,20211120,4891,0
7041,20211127,4912,0
11023,20220102,2171,0
24168,20211219,3448,0
26246,20220212,466,0
83243,20230325,4923,0
3665,20230415,2171,0
26090,20240217,3448,0
11868,20230925,4733,0
6959,20230914,4738,0
25933,20220923,466,0
22902,20231231,466,0
10563,20231103,4507,0
20792,20240302,357,0
22415,20221106,4507,0
22415,20221106,4733,0
22415,20221106,4891,0
83429,20240302,651,0
8285,20221114,4891,0
40857,20220910,4891,0
9033,20240308,466,0
7061,20230209,4891,0
25898,20230505,466,0
24437,20230205,4738,0
40963,20220416,4849,0
81105,20210512,4507,0
22511,20230207,4923,0
6754,20221125,2171,0
25144,20230211,2171,0
24445,20211023,2171,0
6413,20211005,4891,0
23597,20230108,3448,0
80660,20210131,466,0
43067,20221228,4849,0
9443,20220123,651,0
24657,20230414,651,0
23923,20230211,4733,0
23923,20230211,4891,0
23923,20230211,4923,0
21333,20220120,357,0
26232,20231031,4733,0
26232,20231031,4849,0
4262,20240211,3448,0
42633,20221206,357,0
21548,20230226,4738,0
20408,20210705,651,0
21675,20220422,651,0
42967,20240220,2171,0
24095,20230928,4891,0
10776,20230524,4891,0
4595,20220505,4738,0
4595,20220505,4923,0
8327,20220530,2171,0
41698,20230822,4891,0
41698,20230822,4912,0
10693,20211031,4507,0
42419,20231122,466,0
22899,20230329,4891,0
22899,20230329,4923,0
3751,20230129,4912,0
24878,20231108,466,0
7760,20220124,4891,0
7760,20220124,4912,0
7760,20220124,4923,0
22883,20230108,4738,0
22883,20230108,4912,0
20971,20211022,2171,0
22849,20221124,466,0
1830,20210617,4738,0
21957,20230208,4738,0
21957,20230208,4849,0
13,20210407,4891,0
23981,20211117,2171,0
11502,20220210,3448,0
6871,20220124,4733,0
6871,20220124,4923,0
20235,20210522,651,0
4402,20220205,4912,0
20624,20220218,2171,0
20824,20210617,466,0
7735,20220406,357,0
25354,20240329,2171,0
10503,20220405,4912,0
4310,20221224,4849,0
4310,20221224,4912,0
4310,20221224,4923,0
24358,20211207,4507,0
23868,20230406,4738,0
23868,20230406,4849,0
20403,20210609,651,0
9079,20230227,4891,0
25331,20230208,4738,0
2557,20211130,3448,0
21591,20230208,4507,0
21591,20230208,4912,0
10233,20231111,2171,0
41660,20230404,4733,0
21580,20210923,4891,0
25666,20220120,4891,0
3148,20220104,466,0
66,20210406,4849,0
25952,20230925,4507,0
42405,20230407,4507,0
26964,20231121,4738,0
26964,20231121,4891,0
26964,20231121,4923,0
24963,20220321,4507,0
24963,20220321,4849,0
21770,20230507,4923,0
3645,20240216,4923,0
41624,20220513,4912,0
41624,20220513,4923,0
41684,20231231,4738,0
25913,20231228,4733,0
25913,20231228,4891,0
27621,20240321,357,0
10351,20220405,4507,0
23924,20240310,4507,0
23924,20240310,4738,0
20502,20210531,466,0
25868,20220529,2171,0
11767,20211204,4733,0
20502,20210531,4849,0
10943,20211105,2171,0
85,20210412,466,0
24968,20220312,4507,0
131,20210406,4912,0
21474,20211220,4507,0
21474,20211220,4923,0
25113,20220511,466,0
23489,20240309,651,0
20458,20230201,4733,0
20458,20230201,4912,0
2577,20220503,4891,0
22358,20230927,4507,0
22358,20230927,4738,0
22358,20230927,4891,0
10913,20211028,2171,0
21218,20230209,4912,0
6373,20211027,4738,0
24001,20220605,4912,0
25273,20220126,4923,0
3284,20220104,4891,0
26130,20221121,4507,0
2226,20231107,4891,0
22171,20220218,466,0
26146,20220211,651,0
40822,20221105,651,0
25986,20211005,651,0
24483,20230208,4507,0
21405,20231108,357,0
42787,20240218,466,0
26193,20221009,466,0
41,20210410,4891,0
24468,20220217,357,0
7532,20220408,4738,0
7532,20220408,4923,0
21051,20220930,4733,0
20878,20210706,4733,0
20878,20210706,4912,0
7198,20230125,4891,0
2710,20221222,4507,0
24474,20230304,4733,0
40841,20221105,4891,0
24229,20240306,4733,0
5379,20211205,4912,0
22166,20240126,4923,0
26202,20230317,4891,0
27439,20240118,4891,0
4490,20240115,4923,0
6556,20231015,466,0
40285,20230205,4507,0
40285,20230205,4733,0
24939,20220419,4849,0
25715,20231023,4849,0
25715,20231023,4923,0
41296,20211217,3448,-1
20035,20230407,4507,0
21735,20221205,4733,0
21735,20221205,4891,0
40690,20231023,2171,0
41520,20230206,4507,0
41520,20230206,4923,-1
22147,20220516,4733,0
23618,20221209,4507,0
83458,20240312,4849,0
10569,20211010,3448,0
20670,20211220,4733,0
22525,20220217,357,0
23488,20231216,2171,0
5107,20240108,3448,0
1201,20240402,4891,0
24813,20220419,4507,0
24813,20220419,4923,0
6893,20230407,4891,0
24656,20220114,4733,0
24656,20220114,4923,0
23506,20240329,4891,0
20870,20230526,4891,0
20870,20230526,4923,0
11948,20220401,4738,0
4621,20221126,4891,0
42704,20240128,466,-1
41614,20220316,4891,0
41614,20220316,4912,0
24961,20220512,2171,0
7788,20231013,4849,0
80664,20210402,651,0
23800,20230914,3448,0
22372,20210921,4891,0
41641,20230502,651,0
9286,20220321,357,0
23809,20221018,3448,0
83385,20240301,4738,0
22317,20230407,651,0
20014,20230406,4733,0
20014,20230406,4849,0
22673,20230201,3448,0
24676,20211117,4738,0
5124,20231231,357,0
26013,20230303,651,0
83462,20240313,4912,0
42660,20220217,651,0
20953,20220208,4733,0
20953,20220208,4912,0
20953,20220208,4923,0
42647,20230109,2171,0
21394,20231120,466,0
80726,20210324,4733,0
80726,20210324,4912,0
47,20210501,4891,0
7914,20220219,4923,0
41681,20230120,357,0
42135,20230313,357,0
23384,20230319,2171,0
25853,20220317,2171,0
4399,20220508,4891,0
8093,20221020,357,0
42261,20220925,4891,0
42261,20220925,4923,0
42854,20240304,4507,0
42854,20240304,4923,0
24956,20220310,4891,0
40403,20230908,4912,0
24422,20221112,4891,0
23018,20221001,4891,0
23018,20221001,4912,0
20470,20230120,4738,0
22043,20220312,4923,0
25113,20220511,4738,0
9156,20220123,4912,0
21304,20230227,4891,0
20052,20231230,4507,0
22893,20230202,4738,0
23381,20220426,4891,0
26268,20211013,651,0
11232,20211006,4912,0
41350,20231002,4849,0
41350,20231002,4891,0
25415,20221127,4738,0
25415,20221127,4891,0
7746,20211205,4912,0
24536,20231031,3448,0
24698,20220307,2171,0
80654,20210205,466,0
25803,20220417,357,0
25803,20220417,466,0
42661,20240322,466,0
23494,20240219,4507,0
23494,20240219,4733,0
20991,20220207,4891,0
2294,20221016,3448,0
392,20210416,4733,0
20914,20210515,4891,0
21012,20211026,4738,0
21012,20211026,4891,0
8625,20231020,4912,0
23180,20230429,4738,0
23180,20230429,4891,0
22333,20230509,357,0
24387,20221224,3448,0
23310,20231005,2171,0
26005,20211116,651,0
2405,20221105,4912,0
24423,20220210,4849,0
25674,20231119,4507,0
82266,20211030,357,0
4788,20230113,4923,0
42628,20220510,4733,-1
6044,20240130,4923,0
25865,20220218,4507,0
25865,20220218,4891,0
7047,20220108,2171,0
25713,20231023,651,0
25470,20230509,4507,0
25470,20230509,4891,0
23910,20220514,4738,0
26797,20231121,357,0
5816,20220424,4849,0
20450,20240303,2171,0
23773,20220120,4891,0
2526,20211212,4507,0
5360,20211127,4738,0
11097,20211202,4891,0
23787,20220512,2171,0
22371,20230828,4923,0
1765,20210515,466,0
22601,20230925,651,0
25859,20230206,4912,0
23036,20220210,466,0
40821,20221129,4912,0
27226,20240118,2171,0
23348,20230303,3448,0
24022,20220610,466,0
80724,20210328,466,0
22101,20211117,466,0
25567,20210923,466,0
24469,20230207,651,0
25814,20220314,4507,0
42792,20230122,466,0
5079,20211207,4923,0
3298,20220509,4912,0
23664,20211120,4891,0
23664,20211120,4912,0
24223,20240319,466,0
23609,20230228,466,0
40274,20220412,4923,0
23356,20230507,466,0
23052,20220125,2171,0
24356,20231108,2171,0
22548,20221009,4507,0
22548,20221009,4733,0
22548,20221009,4912,0
22908,20220217,4733,0
22908,20220217,4891,0
21809,20220512,4912,0
21809,20220512,4923,0
23228,20230124,466,0
40221,20220316,4733,0
3647,20230414,4912,0
5313,20220529,4891,0
40839,20221209,4507,0
40839,20221209,4923,0
40309,20230909,4733,-1
40309,20230909,4849,2
40309,20230909,4912,0
26289,20221009,4733,0
26289,20221009,4738,0
26289,20221009,4891,0
7361,20220424,466,0
5981,20220324,4733,0
40974,20240329,4891,0
2225,20211013,4733,0
2225,20211013,4912,0
2225,20211013,4923,0
22423,20221019,4733,0
40718,20220910,4849,0
40718,20220910,4923,0
8493,20211108,4923,0
40451,20240222,2171,0
40340,20230603,4849,0
3823,20231021,4923,0
22826,20221011,466,0
23875,20230529,466,0
21097,20231228,466,0
20659,20220314,4849,0
41922,20230502,3448,0
83402,20230925,4507,0
25658,20231002,466,0
43070,20221202,4891,0
25220,20231028,4733,0
21345,20230402,4923,0
20119,20210602,4849,0
42162,20240222,3448,0
42527,20240128,2171,0
26070,20220217,4507,0
21280,20231019,651,0
9489,20220121,466,0
41496,20221202,4507,0
41496,20221202,4849,-1
41496,20221202,4912,-1
20375,20220414,4891,0
20375,20220414,4923,0
22096,20210923,4849,0
22422,20220913,4507,0
80655,20210322,466,0
20004,20210519,4507,0
22782,20230406,2171,0
21984,20220514,3448,0
20548,20210708,651,0
21083,20230424,4738,0
3242,20221216,4891,0
24307,20220512,4507,0
24307,20220512,4733,0
23613,20221207,466,0
22909,20230207,357,0
24346,20220126,4891,0
24346,20220126,4923,0
23844,20231120,2171,0
8183,20240117,2171,0
25491,20220512,357,0
20826,20220914,4738,0
20826,20220914,4912,0
20826,20220914,4923,0
20639,20220315,4738,0
24735,20240327,2171,0
4760,20220123,4891,0
27621,20240321,651,0
23735,20220121,4733,0
42957,20231125,4507,-1
42957,20231125,4733,-1
23245,20220213,466,0
80662,20210322,4891,0
1423,20210606,4738,0
20201,20220322,4912,0
23238,20220314,4849,0
25329,20230308,4738,0
25329,20230308,4923,0
24468,20220217,2171,0
41679,20230119,4733,0
41679,20230119,4849,0
41679,20230119,4891,0
1091,20210531,4912,0
20615,20230129,651,0
23854,20211206,4891,0
42418,20221202,2171,6
25042,20240301,2171,0
5656,20211204,3448,0
20573,20210518,4507,0
2036,20231209,4912,0
83340,20230428,4507,0
25261,20211014,2171,0
9243,20220425,3448,0
11491,20220403,651,0
42512,20230319,4891,0
23217,20211013,4891,0
22132,20221127,4891,0
26238,20220419,4849,0
23084,20230228,466,0
2519,20211211,4891,0
42797,20240128,651,0
23841,20221110,651,0
41353,20231005,4912,0
23158,20230601,357,0
23055,20211220,3448,0
3101,20230814,3448,0
22640,20230331,4891,0
22221,20230406,357,0
42537,20240329,4849,0
42537,20240329,4923,0
41535,20231020,4738,0
24731,20240327,651,0
40576,20220522,4849,0
40576,20220522,4912,0
25568,20211021,651,0
1468,20240402,4738,0
20050,20230429,4849,0
20050,20230429,4891,0
20058,20240321,4912,0
20058,20240321,4923,0
20733,20210619,4849,0
20733,20210619,4923,0
9432,20230128,466,0
24294,20220512,466,0
4121,20220323,3448,0
9994,20230527,357,0
24567,20211212,357,0
7856,20220205,3448,0
20634,20230429,466,0
26005,20211116,4891,0
26005,20211116,4912,0
1395,20210606,466,0
24455,20230107,4738,0
24455,20230107,4849,0
24455,20230107,4923,0
27235,20231125,466,0
23924,20240310,3448,0
24712,20240321,3448,0
11234,20211024,4733,0
11234,20211024,4912,0
23155,20230506,4849,0
23688,20231109,4733,0
21188,20220513,4733,0
41871,20230504,3448,0
21264,20211109,651,0
26021,20220312,4507,0
26021,20220312,4891,0
25606,20210921,651,0
23094,20220317,4849,0
23094,20220317,4891,0
23094,20220317,4912,0
21708,20231002,4507,0
21708,20231002,4891,0
8821,20211201,466,0
7730,20221230,651,0
26289,20221009,466,0
20737,20220611,2171,0
5859,20221025,4891,0
25188,20230104,357,0
27742,20231220,3448,0
2750,20211001,651,0
26175,20210921,2171,0
80640,20210107,357,0
42585,20231215,3448,0
22773,20220321,4733,0
22773,20220321,4849,0
40965,20230405,2171,0
20664,20211111,466,0
5483,20231210,357,0
43035,20220227,466,-1
5150,20211129,3448,0
1622,20220401,4733,0
21644,20230308,4738,0
21644,20230308,4849,0
4402,20220205,357,0
25302,20220218,4507,0
25302,20220218,4849,0
25302,20220218,4912,0
8813,20220408,651,0
5688,20220322,4891,0
1547,20221028,4507,0
1547,20221028,4923,0
5149,20211130,4912,0
41673,20230822,466,0
4845,20211030,4912,0
24328,20230413,4912,0
8327,20220530,357,0
23894,20220612,4849,0
11620,20231004,651,0
20537,20221021,2171,0
83320,20230428,357,0
83320,20230428,466,0
24896,20220516,466,0
25135,20220426,4733,0
42604,20221127,4738,0
42604,20221127,4923,0
23407,20220213,651,0
8284,20221127,4849,0
3045,20221218,4912,0
5378,20230917,2171,0
23963,20220605,4912,0
23678,20221011,357,0
1672,20211201,3448,0
6875,20240129,4923,0
21239,20230925,357,0
21239,20230925,466,0
80617,20201223,357,0
80617,20201223,466,0
1127,20240303,3448,0
42776,20231221,357,0
20409,20210705,4738,0
23748,20230209,4507,0
23748,20230209,4912,0
20259,20220213,4733,0
20259,20220213,4738,0
24564,20211026,4891,0
83353,20230428,2171,0
24642,20211219,4733,0
24642,20211219,4891,0
23113,20220421,2171,0
41675,20230830,3448,0
22108,20210923,651,0
21613,20230409,4738,0
21363,20231002,4891,0
20405,20210521,466,0
4314,20230915,2171,0
43055,20230406,651,-1
42425,20231018,4733,0
22454,20220925,651,0
40997,20230404,4891,0
6414,20220924,4891,0
8418,20220427,4849,0
10266,20221130,4912,0
21364,20221124,4891,0
25571,20231103,2171,0
23154,20230506,466,0
42477,20221202,4733,0
23773,20220120,2171,0
24940,20220322,4891,0
7399,20231228,3448,0
20595,20220218,3448,0
7429,20221028,4891,0
26379,20231122,4738,0
27584,20231228,651,0
25919,20230407,466,0
83330,20230427,4507,0
83330,20230427,4891,0
23525,20220414,2171,0
20754,20230505,3448,0
23383,20220414,2171,0
21380,20231110,4891,0
25089,20220218,4891,0
21135,20221220,466,0
25185,20230104,651,0
23407,20220213,4923,0
20322,20220219,2171,0
