TILEID,LASTNIGHT,FIBER,CLUSTER
22404,20211023,4891,0
22404,20211023,4912,0
22661,20230416,466,0
8795,20230227,4891,0
42863,20230104,357,0
25147,20230202,4733,0
27582,20240321,4733,0
27582,20240321,4923,0
40495,20230605,4891,0
40067,20220127,3448,0
25627,20230413,357,0
25627,20230413,466,0
21010,20231101,4507,0
42870,20230209,3448,0
21277,20231111,2171,0
3683,20220204,357,0
318,20210501,4733,0
22891,20221112,4891,0
279,20210417,4738,0
40064,20220101,357,0
6862,20240219,2171,0
21887,20211114,4923,0
1108,20210604,466,0
27436,20231123,466,0
83343,20230428,2171,0
26027,20220314,466,0
42492,20220417,4733,0
42492,20220417,4912,0
23746,20220317,4507,0
23746,20220317,4849,0
11669,20211013,4849,0
11669,20211013,4891,0
11669,20211013,4923,0
7455,20211002,4849,0
41923,20220608,2171,0
40848,20231002,4849,-1
5333,20230422,4891,0
26979,20231121,3448,0
43063,20240227,4912,0
40085,20230529,357,0
1882,20210606,4738,0
20447,20220212,357,0
7966,20231107,2171,0
20134,20210628,466,0
41719,20211220,4912,0
7492,20220530,4923,0
6534,20231009,4738,0
20753,20230602,357,0
3652,20240114,4923,0
6529,20220918,4733,0
41923,20220608,4912,0
40450,20240128,2171,0
22759,20220508,651,0
22869,20221206,651,0
23929,20230124,2171,0
24247,20220528,4733,0
24247,20220528,4923,0
22026,20230107,4923,0
6473,20230424,4733,0
5784,20220331,357,0
4412,20220309,2171,0
24537,20240112,2171,0
20938,20231028,357,0
20938,20231028,466,0
11502,20220210,651,0
20669,20211219,357,0
22412,20211129,4849,0
21815,20220516,4738,0
6704,20221004,357,0
6704,20221004,466,0
8202,20240109,4891,0
42639,20240222,4733,0
42639,20240222,4891,0
21384,20230126,4891,0
23627,20230120,2171,0
10057,20231011,651,0
9055,20230420,4507,0
22715,20211020,4507,0
22715,20211020,4849,0
22715,20211020,4923,0
4303,20211028,466,0
2260,20230904,4733,0
22161,20240128,2171,0
41666,20230209,4733,0
25128,20220512,4507,0
41253,20230112,466,0
26199,20231110,651,0
23962,20211001,4891,0
22380,20221116,4891,0
26042,20220121,4507,0
26042,20220121,4891,0
7239,20220105,4923,0
11656,20211107,651,0
25002,20220913,4507,0
25406,20220129,466,0
20027,20230506,651,0
5866,20231006,357,0
40122,20230404,4891,-1
22800,20211014,4923,0
22412,20211129,357,0
7382,20220311,4912,0
3483,20220507,4891,0
3588,20230920,2171,0
40086,20230504,4849,0
25305,20230108,4738,0
25305,20230108,4891,0
21480,20231013,4507,0
21480,20231013,4738,0
21480,20231013,4923,0
5520,20240301,4733,0
23441,20211102,4912,0
23190,20220315,3448,0
20500,20220408,4849,0
20476,20221122,4923,0
25360,20230331,4923,0
4041,20240102,4923,0
40239,20230205,4849,0
40239,20230205,4912,0
40239,20230205,4923,0
10576,20230316,4849,0
4792,20230424,3448,0
3981,20211130,651,0
8454,20220221,4891,0
8807,20220131,4912,0
1312,20231022,3448,0
23779,20220119,357,0
23643,20230506,357,0
7865,20240130,651,0
24977,20220312,466,0
23317,20221031,4507,0
40212,20231006,4733,0
22923,20211116,4738,0
22923,20211116,4891,0
25271,20220530,2171,0
10100,20211126,4733,0
6899,20220409,4733,0
9989,20240407,4849,0
11918,20220226,4891,0
20905,20210620,4923,0
8764,20230109,3448,0
26180,20220213,466,0
83246,20230507,4733,0
21184,20210514,4738,0
2353,20211103,4738,0
9041,20220501,4912,0
4249,20220525,651,0
20780,20210620,651,0
26014,20230928,4849,0
21045,20230108,2171,0
25734,20231120,4733,0
21645,20240320,3448,0
23012,20221027,4891,0
25806,20240217,651,0
25997,20220312,2171,0
27801,20231230,466,0
40464,20240203,4849,0
42488,20230602,357,0
24336,20240321,4891,0
24336,20240321,4912,0
9004,20231007,357,0
20048,20230406,357,0
83341,20230428,4507,0
83341,20230428,4733,0
83341,20230428,4923,0
8369,20220404,4849,0
21620,20240131,651,0
42853,20240220,357,0
21359,20231022,357,0
26248,20211219,4733,0
26248,20211219,4912,0
26248,20211219,4923,0
25888,20220120,4507,0
24599,20231228,4733,0
3867,20211126,466,0
1437,20230312,466,0
24168,20211219,4738,0
23622,20220407,651,0
41910,20230408,4912,-1
27748,20231101,4507,0
27748,20231101,4923,0
24562,20211019,4849,0
24562,20211019,4891,0
27743,20231122,4849,0
11186,20231020,2171,0
80786,20210223,3448,0
40311,20230405,466,-1
21556,20220311,4891,0
26610,20231122,4891,0
24399,20211117,651,0
22909,20230207,4738,0
41296,20211217,4733,-1
41296,20211217,4849,0
80650,20210322,2171,0
2407,20221226,4891,0
24736,20230506,357,0
23377,20230525,3448,0
11100,20221001,4891,0
22544,20211021,651,0
20239,20220218,4507,0
20239,20220218,4891,0
20239,20220218,4923,0
20461,20230202,4507,0
23603,20220103,2171,0
3258,20231105,2171,0
21109,20230331,466,0
40237,20220315,4912,0
42680,20240128,466,0
5280,20211128,4738,0
7759,20240409,357,0
22591,20230926,651,0
24425,20211023,4891,0
8630,20230113,4507,0
5645,20211205,3448,0
22208,20230111,357,0
10031,20240215,4923,0
4879,20230915,4849,0
4879,20230915,4891,0
26802,20230927,651,0
2700,20220406,357,0
2803,20230621,4733,0
41097,20231213,2171,0
6797,20240308,4923,0
27852,20240218,2171,0
24555,20230107,4912,0
6370,20210930,4849,0
10741,20240116,2171,0
42047,20231029,4849,0
41661,20220217,357,0
1950,20240214,4738,0
40970,20230209,4733,0
21414,20211115,4738,0
40849,20231113,4912,4
6716,20230918,4923,0
8676,20220202,4733,0
8676,20220202,4891,0
21439,20211114,4738,0
20337,20240219,466,0
24926,20220419,4849,0
20021,20230406,4733,0
22915,20220509,466,0
41382,20230206,3448,-1
1108,20210604,4507,0
22979,20230411,2171,0
7071,20230120,4891,0
25633,20231220,2171,0
4822,20221020,4912,0
82268,20211107,651,0
5233,20220605,3448,0
9276,20231220,466,0
24032,20230508,4849,0
21475,20211119,466,0
20700,20211220,2171,0
11485,20220311,4733,0
26052,20211215,4891,0
40119,20230504,2171,0
40063,20231016,357,0
25397,20221013,466,0
41243,20220313,2171,0
42366,20220528,466,0
22805,20230925,4849,0
23856,20211024,4733,0
23856,20211024,4891,0
23856,20211024,4912,0
20194,20230409,357,0
42481,20230503,651,0
20602,20230304,2171,0
25284,20220516,4507,0
23465,20210930,4738,0
22744,20240109,2171,0
7815,20230914,4733,0
25502,20211016,2171,0
27721,20231220,4923,0
21332,20220120,4733,0
21332,20220120,4849,0
21332,20220120,4891,0
8774,20220309,4891,0
9260,20240216,4891,0
25520,20230614,4849,0
20060,20230205,4733,0
20221,20230419,2171,0
25320,20230207,2171,0
25234,20231031,3448,0
2580,20211006,4733,0
5979,20220325,4912,0
3677,20220205,4912,0
22561,20230926,4507,0
22561,20230926,4912,0
83354,20230428,2171,0
20631,20230112,4733,0
42959,20231231,4507,0
42959,20231231,4738,0
42339,20220613,4507,0
42339,20220613,4891,0
25952,20230925,2171,0
22044,20220312,4507,0
23508,20240218,4733,0
24906,20230506,2171,0
7130,20221216,651,0
20723,20230207,466,0
83467,20240313,466,0
23793,20230413,2171,0
5363,20230915,4923,0
80658,20210220,4923,0
339,20210416,4891,0
7736,20220408,3448,0
9854,20211102,651,0
40550,20230427,4733,-1
40550,20230427,4738,0
40550,20230427,4849,-1
40550,20230427,4912,0
40550,20230427,4923,-1
24695,20220127,357,0
42762,20221207,3448,0
40333,20230916,2171,0
11613,20230919,357,0
23513,20221207,4912,0
23513,20221207,4923,0
6602,20220529,4891,0
20260,20220213,4912,0
25782,20230331,466,0
4585,20220211,4733,0
20632,20220121,651,0
1229,20230313,651,0
4967,20220913,4923,0
24689,20211215,4891,0
25994,20230227,651,0
4833,20231006,4912,0
6812,20240112,3448,0
24250,20230202,4738,0
24250,20230202,4849,0
20606,20231204,4507,0
20606,20231204,4738,0
25683,20230225,3448,0
1723,20220102,3448,0
2811,20230619,651,0
80736,20210404,4507,0
80736,20210404,4849,0
41490,20231030,3448,2
2161,20210515,4738,0
40847,20230609,4507,0
23871,20230531,357,0
81108,20210513,4891,0
21089,20210606,4849,0
21089,20210606,4912,0
8354,20240308,4912,0
5612,20220124,4923,0
23223,20220205,466,0
22532,20211021,651,0
23853,20230826,357,0
23853,20230826,466,0
42366,20220528,651,0
42844,20230206,4923,-1
22453,20230421,466,0
204,20210413,651,0
5005,20231012,466,0
23397,20220322,4507,0
23397,20220322,4891,0
23397,20220322,4912,0
11057,20221020,4733,0
40853,20230930,4923,0
4592,20220112,2171,0
21814,20230502,466,0
25005,20211023,4849,0
25005,20211023,4891,0
26203,20220114,4849,0
26203,20220114,4891,0
25912,20230407,357,0
5610,20220124,4923,0
20679,20221104,466,0
41007,20240301,466,0
23623,20220407,4733,0
23623,20220407,4923,0
24216,20240319,651,0
41038,20220412,4733,0
41038,20220412,4891,0
20750,20210521,4733,0
3322,20220420,466,0
11494,20220210,357,0
82633,20220130,4923,0
20350,20220221,2171,0
11925,20220225,4738,0
22523,20240311,466,0
22395,20211106,3448,0
11205,20211002,4923,0
5100,20240304,4891,0
24686,20230318,4912,0
41878,20230502,2171,0
24056,20221205,4923,0
23474,20230225,4891,0
26004,20211022,651,0
25394,20231003,466,0
3686,20220211,4507,0
40895,20240105,4507,0
40895,20240105,4733,-1
40895,20240105,4849,0
2281,20211104,357,0
10373,20230113,4733,0
25982,20221105,4923,0
27191,20240406,4891,0
42057,20231031,4891,0
24971,20220504,4507,0
25758,20221207,4733,0
41794,20230122,651,-1
43020,20220418,4849,0
43020,20220418,4912,6
10548,20211005,357,0
27645,20231230,3448,0
7711,20240116,3448,0
21788,20220407,466,0
23239,20220413,4912,0
21523,20230310,2171,0
183,20210509,4738,0
22400,20220609,466,0
9628,20220610,2171,0
8051,20211103,4738,0
24536,20231031,4891,0
83325,20230428,4507,0
83325,20230428,4891,0
83325,20230428,4923,0
24472,20230402,2171,0
25282,20220314,4849,0
43056,20240301,4891,-1
27339,20231119,2171,0
23815,20211219,4507,0
23815,20211219,4738,0
24274,20211020,4891,0
21622,20230207,4891,0
40502,20220514,2171,0
25617,20220516,3448,0
21231,20211026,3448,0
9746,20240213,4923,0
22406,20211114,466,0
8060,20230923,357,0
25919,20230407,4733,0
5516,20221028,4849,0
26243,20220212,4738,0
20101,20230326,4849,0
22577,20211015,4891,0
26238,20220419,2171,0
26172,20231108,3448,0
22916,20221207,4891,0
2489,20221026,466,0
10176,20230120,4507,0
43026,20221120,3448,0
41143,20230507,4891,0
25754,20231012,3448,0
25164,20230406,2171,0
425,20210504,651,0
21527,20211117,466,0
23791,20220414,466,0
24725,20240131,651,0
20678,20221027,4891,0
7880,20220107,4733,0
25932,20211021,4923,0
1678,20221001,466,0
42793,20230120,466,0
23243,20220331,4923,0
23739,20230107,4912,0
24364,20221111,2171,0
25145,20221209,4849,0
25145,20221209,4923,0
41694,20230830,4733,0
23818,20230913,466,0
41419,20231023,466,-1
165,20210409,4507,0
23282,20221123,2171,0
26271,20231120,3448,0
24659,20211117,2171,0
7736,20220408,466,0
24750,20230429,4891,0
22477,20230415,2171,0
42666,20220316,3448,0
25507,20230927,3448,0
42552,20231029,4849,0
23080,20220210,4733,0
22343,20230408,2171,0
22157,20220213,4923,0
20542,20231030,4733,0
20542,20231030,4891,0
25505,20230927,4733,0
22719,20230310,466,0
21821,20230508,4849,0
27589,20231230,3448,0
4506,20231206,357,0
10976,20221030,4923,0
26609,20230929,4891,0
26041,20220121,2171,0
22886,20230130,4733,0
22886,20230130,4891,0
21912,20231213,357,0
21912,20231213,466,0
23733,20220414,2171,0
3928,20231019,466,0
7510,20230618,4507,0
42491,20220426,4849,0
42491,20220426,4923,4
25730,20231120,2171,0
41639,20230502,4738,0
24159,20231215,651,0
83344,20230428,4733,0
83344,20230428,4738,0
83344,20230428,4849,0
83344,20230428,4923,0
82260,20211120,4507,0
82260,20211120,4733,0
82260,20211120,4849,0
22064,20230328,4923,0
25882,20230402,3448,0
25569,20211003,4507,0
83369,20230606,4738,0
26231,20220306,4507,0
26231,20220306,4891,0
40949,20230405,651,0
22052,20220312,357,0
22052,20220312,466,0
24116,20230126,4738,0
26169,20220212,466,0
11096,20211101,4738,0
1477,20230227,4891,0
42899,20230308,4923,-1
83121,20230620,2171,0
11316,20240117,4891,0
23283,20221110,651,0
40225,20230303,3448,0
10676,20231204,2171,0
8414,20230525,357,0
23245,20220213,4733,0
23245,20220213,4891,0
11391,20211205,4891,0
22925,20221123,4849,0
10159,20231205,466,0
23878,20230429,2171,0
20668,20211219,4738,0
1270,20220405,4923,0
42164,20240322,357,0
42260,20221013,4733,0
42260,20221013,4738,0
25187,20231125,2171,0
4589,20230424,3448,0
25905,20230519,4923,0
23641,20220612,4507,0
23641,20220612,4738,0
20381,20220221,2171,0
24825,20230507,357,0
24825,20230507,466,0
21255,20230925,4923,0
27588,20240321,466,0
21726,20230107,4507,0
23559,20230410,3448,0
6672,20221221,3448,0
4488,20231215,4738,0
4488,20231215,4891,0
24165,20230811,651,0
22903,20230207,2171,0
21956,20231212,4849,0
42396,20240319,4507,0
42396,20240319,4923,0
23403,20220213,357,0
24465,20220120,4733,0
24465,20220120,4891,0
24465,20220120,4923,0
25900,20220417,3448,0
21400,20211023,4507,0
21400,20211023,4891,0
20948,20230928,4849,0
20948,20230928,4891,0
23795,20230209,651,0
26169,20220212,651,0
42664,20230429,466,0
20684,20231228,4849,0
24196,20230108,651,0
22575,20211015,2171,0
2351,20230120,466,0
21547,20230308,4891,0
22255,20220918,2171,0
11921,20220404,2171,0
1984,20240102,4891,0
9984,20230417,4849,0
22241,20231031,4733,0
22949,20220308,4891,0
11806,20211110,4733,0
11806,20211110,4891,0
20640,20220314,4891,0
274,20210409,4912,0
22263,20230108,4733,0
22263,20230108,4912,0
3960,20221126,2171,0
24660,20220311,4849,0
23714,20220102,2171,0
10572,20230609,466,0
24211,20220125,3448,0
24965,20220312,4912,0
9031,20230520,357,0
42601,20221108,4738,0
42601,20221108,4912,0
20515,20210628,4923,0
3801,20231216,651,0
20226,20240304,2171,0
23204,20211020,357,0
21345,20230402,357,0
40590,20220111,4923,0
20875,20231002,4849,0
20875,20231002,4891,0
20875,20231002,4912,0
20875,20231002,4923,0
40444,20230603,4733,0
2743,20240102,466,0
22793,20231021,4849,0
25190,20221222,4507,0
25168,20211218,4891,0
4348,20230415,4733,0
20736,20210620,466,0
3405,20220915,4891,0
8666,20240311,4912,0
21658,20230303,4849,0
22185,20220218,2171,0
2026,20211202,3448,0
40092,20230531,466,0
25559,20221105,4733,0
25559,20221105,4738,0
25559,20221105,4849,0
25559,20221105,4891,0
25559,20221105,4912,0
25559,20221105,4923,0
24755,20240327,651,0
25736,20211015,4738,0
25736,20211015,4923,0
41638,20230405,4738,0
41638,20230405,4923,0
42127,20230603,466,0
25291,20230121,466,0
41671,20230827,4891,0
42602,20221108,4923,2
25888,20220120,2171,0
23352,20220413,4891,0
21880,20211109,4912,0
565,20210529,4923,0
22373,20211020,4507,0
22373,20211020,4891,0
20136,20231109,4733,0
20136,20231109,4891,0
41628,20240128,651,0
41457,20230208,466,0
23399,20220221,4891,0
23399,20220221,4912,0
23399,20220221,4923,0
81114,20210513,4891,0
10373,20230113,357,0
10373,20230113,466,0
41048,20230605,4507,0
26002,20230205,4923,0
40724,20221224,2171,0
21416,20220109,2171,0
42524,20220515,4507,-1
42524,20220515,4733,0
27749,20240218,357,0
374,20210420,4891,0
80646,20210205,4507,0
25890,20220318,466,0
1130,20210517,4891,0
21710,20231215,2171,0
24727,20230606,4733,0
25514,20231120,4733,0
22435,20220516,4733,0
5532,20231122,3448,0
80954,20210425,4849,0
80954,20210425,4891,0
80954,20210425,4912,0
25274,20220314,357,0
21050,20230119,2171,0
25076,20220218,651,0
10362,20211129,4923,0
41132,20220525,4733,0
26024,20231214,4849,0
6209,20240211,4923,0
27535,20231119,2171,0
3310,20220509,4912,0
23471,20240317,651,0
25195,20230415,3448,0
41945,20221201,4923,-1
26013,20230303,466,0
20253,20210523,4733,0
20253,20210523,4891,0
20565,20211016,3448,0
24574,20231005,4912,0
7245,20220209,4507,0
7245,20220209,4912,0
20336,20221130,4912,0
20336,20221130,4923,0
21664,20220430,4733,0
21664,20220430,4923,0
22897,20231230,3448,0
42054,20221120,357,0
42054,20221120,466,0
10131,20231203,357,0
23646,20230513,4507,0
23646,20230513,4912,0
20722,20220124,4891,0
25901,20220321,4912,0
9276,20231220,3448,0
24656,20220114,357,0
20244,20220612,4912,0
24665,20220326,4507,0
2098,20230507,4849,0
40226,20220316,3448,0
5425,20211028,466,0
20530,20231109,651,0
22892,20211125,4891,0
22892,20211125,4923,0
11864,20211111,4891,0
22752,20230406,4923,0
21594,20230207,4733,0
21594,20230207,4923,0
42970,20231001,4849,-1
20912,20210609,4738,0
41031,20240222,4738,0
24109,20221004,4849,0
1857,20231103,2171,0
2724,20230914,4923,0
7219,20211108,3448,0
27622,20231230,3448,0
22721,20230406,651,0
23838,20240105,4849,0
7009,20211215,4923,0
25441,20230531,466,0
7462,20230521,4891,0
347,20210415,4738,0
22253,20230210,4738,0
22253,20230210,4912,0
7031,20221214,651,0
24816,20220207,2171,0
9267,20220404,2171,0
24475,20221009,4738,0
24475,20221009,4891,0
20643,20220314,466,0
40475,20230603,4912,0
23093,20220109,4912,0
40863,20231124,357,-1
2119,20230201,4891,0
22772,20230402,4849,0
43067,20221228,3448,-1
41627,20231205,4733,3
41627,20231205,4923,0
26207,20230201,4891,0
20919,20210620,357,0
24377,20221110,4733,0
24377,20221110,4849,0
40583,20240217,4891,0
83346,20230428,4733,0
10328,20211201,4923,0
83328,20230427,4507,0
83328,20230427,4891,0
4115,20220228,4923,0
24813,20220419,357,0
40298,20230422,4733,2
1496,20240214,2171,0
23606,20230202,4507,0
23606,20230202,4733,0
5646,20220225,4891,0
20648,20220218,4507,0
20648,20220218,4733,0
20648,20220218,4912,0
1677,20231004,4507,0
1677,20231004,4912,0
23199,20230211,4891,0
2253,20211103,4912,0
5073,20240116,4912,0
25541,20220516,4733,0
25541,20220516,4891,0
24976,20220125,2171,0
1449,20220112,4738,0
10545,20211109,4912,0
11417,20221127,4891,0
11417,20221127,4912,0
8180,20221214,4891,0
42115,20230603,2171,0
25776,20240109,2171,0
22240,20220124,3448,0
11909,20220228,3448,0
20623,20230209,4507,0
22504,20231123,3448,0
2081,20230420,4733,0
22638,20240204,651,0
20642,20220315,4912,0
25279,20220304,4891,0
7727,20240114,3448,0
3658,20240306,357,0
9301,20240407,4891,0
22084,20221208,3448,0
40235,20230206,4507,0
23355,20220413,651,0
21581,20240327,4923,0
25887,20240219,3448,0
22842,20230908,2171,0
2569,20220308,4891,0
21959,20220609,3448,0
41634,20220316,4733,0
41634,20220316,4738,0
41046,20230604,2171,0
4751,20220421,2171,0
10348,20220205,3448,0
42757,20220910,4849,0
21817,20230506,357,0
80707,20210208,3448,0
6311,20240130,3448,0
80605,20210205,4507,0
22683,20220213,4923,0
22058,20230419,651,0
81065,20210327,4891,0
22039,20230201,4912,0
24726,20240327,2171,0
41961,20220910,466,0
8374,20220323,4891,0
9674,20221024,4923,0
22198,20220317,357,0
23755,20230308,4733,0
23879,20230430,4891,0
25783,20230401,2171,0
21322,20230205,4733,0
21322,20230205,4923,0
21601,20230606,357,0
2815,20220420,4733,0
42584,20231215,4507,0
42584,20231215,4891,0
20607,20220317,2171,0
42620,20230107,651,0
9517,20220106,4891,0
21221,20240327,2171,0
3003,20230125,466,0
24725,20240131,466,0
23703,20211005,4891,0
25447,20230601,3448,0
23553,20220405,4738,0
23553,20220405,4912,0
5785,20220323,651,0
11446,20230201,4733,0
20967,20211119,4733,0
20967,20211119,4849,0
20967,20211119,4891,0
20462,20230202,651,0
21910,20240119,2171,0
6732,20211112,4912,0
21375,20220208,4738,0
22864,20220213,4923,0
22212,20230206,4738,0
22279,20231121,466,0
23117,20220407,4507,0
22678,20221230,2171,0
21705,20231230,651,0
21646,20220524,4849,0
21646,20220524,4891,0
41104,20230514,4891,0
27631,20240321,357,0
27631,20240321,466,0
25653,20220121,4738,0
5972,20220104,4912,0
25150,20220416,4738,0
23657,20211120,4891,0
23945,20230602,651,0
24473,20231231,4891,0
20605,20240126,4891,0
20605,20240126,4912,0
20605,20240126,4923,0
40690,20231023,3448,0
25899,20220126,4507,0
10020,20220528,4923,0
23077,20230226,651,0
21271,20211106,4912,0
25472,20230406,466,0
42503,20240329,466,0
230,20210420,4738,0
40333,20230916,466,0
8531,20231107,3448,0
3754,20230429,4891,0
3042,20220131,3448,0
41694,20230830,2171,0
26053,20240227,4733,0
25345,20230304,651,0
20167,20231230,4849,0
20424,20210523,357,0
21628,20230208,4738,0
21628,20230208,4891,0
42494,20220417,4733,0
83041,20240112,2171,0
25547,20211021,4849,0
24614,20221018,4923,0
3262,20230906,4507,0
23795,20230209,466,0
22862,20221113,4891,0
6107,20220525,2171,0
23800,20230914,2171,0
24288,20230407,2171,0
40428,20231229,357,0
42632,20230205,4507,0
42632,20230205,4923,0
41021,20230615,4891,0
22286,20230430,3448,0
1600,20240102,466,0
42664,20230429,2171,0
24831,20230402,2171,0
83267,20230324,4912,0
20730,20230408,3448,0
24643,20220114,4891,0
20395,20210619,466,0
22783,20220607,4733,0
22783,20220607,4891,0
24207,20230228,2171,0
2048,20211002,3448,0
41759,20220127,466,0
25331,20230208,466,0
21470,20230109,466,0
21332,20220120,357,0
22158,20220213,4733,0
6824,20230125,4891,0
22687,20230120,2171,0
7139,20240113,4733,0
42662,20230429,4923,0
11631,20211102,3448,0
6686,20221020,4912,0
25867,20220112,2171,0
20413,20210618,4738,0
20413,20210618,4849,0
20413,20210618,4891,0
20413,20210618,4923,0
23788,20230308,2171,0
24140,20231011,2171,0
81063,20210327,4891,0
8,20210430,4738,0
5141,20211107,3448,0
21954,20230208,651,0
26280,20230107,357,0
24296,20220512,4507,0
6055,20220219,651,0
26239,20211203,2171,0
43081,20220210,651,0
23768,20240102,2171,0
25087,20240219,4738,0
8972,20211029,357,0
8280,20220106,4891,0
8191,20240215,357,0
373,20210529,4733,0
373,20210529,4891,0
25916,20230319,357,0
8951,20231230,4507,0
3369,20231207,4849,0
22832,20211206,2171,0
20276,20220307,4733,0
23603,20220103,4507,0
8414,20230525,4507,0
24941,20220321,4738,0
24941,20220321,4849,0
25301,20220414,357,0
43039,20230212,2171,0
43081,20220210,4891,0
43081,20220210,4912,0
2979,20220504,357,0
21309,20211020,651,0
42735,20220303,357,0
52,20210415,4738,0
41632,20230504,4733,0
24869,20220927,3448,0
6156,20240115,4507,0
22532,20211021,4507,0
22532,20211021,4733,0
20634,20230429,4733,0
20634,20230429,4891,0
22372,20210921,466,0
22922,20221106,466,0
20733,20210619,466,0
41610,20220316,651,0
24838,20221011,4891,0
25041,20240218,466,0
21242,20231011,357,0
24831,20230402,466,0
21256,20231213,651,0
6382,20211005,651,0
8952,20221221,4891,0
7743,20220103,3448,0
25302,20220218,651,0
25295,20230108,651,0
25642,20230928,4912,0
25294,20230108,4507,0
25294,20230108,4733,0
42419,20231122,4738,-1
25382,20211114,357,0
4725,20240115,4912,0
23074,20230104,4733,0
42978,20230225,4738,0
42978,20230225,4912,-1
3363,20221030,4923,0
5242,20220226,3448,0
21569,20211117,4849,0
21569,20211117,4891,0
23502,20240218,2171,0
25348,20230111,2171,0
7233,20221216,4891,0
2690,20220523,3448,0
40438,20231215,4738,0
40438,20231215,4923,0
23902,20230523,2171,0
40524,20220505,466,0
20199,20210521,4891,0
21075,20210627,4738,0
21315,20231125,4733,0
21315,20231125,4849,0
21315,20231125,4891,0
23319,20230108,4891,0
42640,20230202,651,0
25635,20231014,357,0
10100,20211126,357,0
20701,20211219,4507,0
20701,20211219,4733,0
20701,20211219,4849,0
21212,20240116,4891,0
23556,20230411,651,0
23412,20220212,4733,0
23878,20230429,4849,0
42886,20230422,4738,0
42886,20230422,4923,0
22205,20220318,3448,0
20990,20220109,3448,0
42339,20220613,651,0
20003,20230406,651,0
11777,20211108,4912,0
11777,20211108,4923,0
40316,20220913,651,0
8467,20240310,4738,0
20665,20230926,3448,0
40530,20220313,4507,0
22164,20230208,4891,0
2815,20220420,466,0
21814,20230502,4738,0
21814,20230502,4923,0
42856,20240219,466,0
23143,20240327,4891,0
11755,20221219,4923,0
23471,20240317,2171,0
40808,20231122,2171,0
25706,20231120,2171,0
24125,20211015,2171,0
4330,20211006,4891,0
27734,20231220,4738,0
41681,20230120,651,0
25348,20230111,4923,0
42587,20221216,4923,0
20590,20220307,4923,0
41795,20220302,4507,-1
41795,20220302,4891,-1
5170,20231019,466,0
22010,20230201,2171,0
20457,20230201,4912,0
21053,20221111,4738,0
21053,20221111,4891,0
27799,20231215,2171,0
20739,20240219,2171,0
41450,20230828,466,0
24771,20211211,2171,0
24946,20220321,4849,0
24946,20220321,4891,0
25183,20230104,4733,0
21417,20220218,2171,0
80613,20210324,4733,0
80613,20210324,4738,0
80613,20210324,4849,0
23709,20211215,4891,0
40076,20230120,4733,-1
40076,20230120,4849,0
25019,20211019,4738,0
25019,20211019,4923,0
25029,20220108,3448,0
20003,20230406,3448,0
2948,20220107,357,0
24487,20231021,2171,0
10075,20211202,4891,0
5650,20220131,4912,0
8773,20211116,4923,0
9978,20220221,651,0
42546,20220413,4849,0
42546,20220413,4891,0
2373,20231206,466,0
21563,20220311,651,0
10256,20211110,357,0
25691,20211021,4507,0
10821,20220228,4923,0
6091,20220107,2171,0
42585,20231215,357,0
42585,20231215,466,0
5505,20221216,4891,0
21366,20220122,4891,0
24540,20230104,4849,0
24540,20230104,4891,0
22043,20220312,2171,0
23208,20210921,466,0
25433,20230525,4891,0
24230,20230523,4891,0
3263,20220104,4738,0
25188,20230104,4733,0
25188,20230104,4891,0
8134,20220917,4923,0
21003,20230926,4733,0
21003,20230926,4923,0
24485,20231018,4733,0
24485,20231018,4891,0
6741,20211105,4923,0
24210,20230506,4738,0
25632,20231231,4849,0
25632,20231231,4891,0
20660,20230209,3448,0
22740,20220416,4849,0
22740,20220416,4923,0
23924,20240310,2171,0
21407,20230209,2171,0
3362,20231216,4891,0
42116,20230603,3448,0
43043,20230406,651,0
42146,20240403,4733,-1
24074,20220217,4738,0
24074,20220217,4912,0
25344,20221214,4891,0
22204,20220413,2171,0
24729,20230505,357,0
21349,20231231,2171,0
24013,20220509,466,0
21516,20230228,4849,0
40486,20220612,651,0
4092,20220228,466,0
22228,20240329,2171,0
20946,20221205,4849,0
83423,20231103,3448,0
21356,20230308,4733,0
23717,20220114,4912,0
5363,20230915,2171,0
27590,20231230,3448,0
5970,20220504,4849,0
42659,20230428,651,0
23983,20221002,2171,0
23577,20230510,4507,0
23152,20230529,651,0
25161,20230509,3448,0
25876,20220414,4507,0
25876,20220414,4733,0
25876,20220414,4738,0
21569,20211117,357,0
23383,20220414,4507,0
23383,20220414,4738,0
25872,20220221,4891,0
25872,20220221,4912,0
7759,20240409,3448,0
22691,20220417,357,0
24574,20231005,651,0
42284,20231015,357,0
3629,20230606,4733,0
24831,20230402,4891,0
24831,20230402,4912,0
42502,20230504,4849,0
23156,20230919,4849,0
10367,20220309,466,0
42263,20221115,4733,0
7533,20230124,4891,0
23519,20230112,466,0
25475,20220512,4738,0
3151,20220106,4912,0
41512,20240128,4912,0
20424,20210523,4733,0
20424,20210523,4738,0
2358,20221219,4912,0
80677,20210205,4891,0
8768,20230127,4507,0
42680,20240128,651,0
10626,20220605,466,0
10175,20211114,4738,0
20680,20220212,466,0
6609,20220528,466,0
11617,20211103,4923,0
41521,20240127,4507,-1
41521,20240127,4733,0
26076,20231206,2171,0
22838,20230929,4738,0
22838,20230929,4849,0
22838,20230929,4891,0
22838,20230929,4923,0
42367,20230506,4733,0
42367,20230506,4738,0
42367,20230506,4923,0
42407,20220423,466,0
22747,20220417,4507,0
