TARGETID,TILEID,FIBER
616088291514516332,10256,67
39627574967535355,10256,1500
39627592893992757,10256,2194
39627592931740464,10256,3046
39627592927543787,10256,3158
39636383035295079,10256,3348
39627574996893769,10256,3684
39627586950663317,10256,3779
39627563051521014,10256,4171
39627557074637996,10256,4894
